,score_exp_1,score_exp_2,score_exp_3,score_exp_4,score_exp_5,score_exp_6,score_exp_7
execution_1_case_0_patient_6,1.0230423212051392,0.33828651905059814,0.3687100112438202,0.39135491847991943,0.3715730607509613,0.33384376764297485,0.3720182776451111
execution_2_case_0_patient_6,0.9495447278022766,0.3287781774997711,0.9339886903762817,0.4298902153968811,0.48098766803741455,0.3381429612636566,0.33727821707725525
execution_3_case_0_patient_6,0.4903698265552521,0.3559037446975708,0.3783716559410095,0.5647918581962585,0.5223663449287415,0.47254040837287903,0.46195921301841736
execution_4_case_0_patient_6,0.48600006103515625,0.3907153606414795,0.6967769861221313,0.44850441813468933,0.3985355794429779,0.3753122389316559,0.366100937128067
execution_5_case_0_patient_6,0.6011426448822021,0.3701687753200531,0.6924736499786377,0.3043282628059387,0.44355955719947815,0.5095617175102234,0.4720722734928131
execution_6_case_0_patient_6,0.4034096300601959,0.3307993412017822,0.4404189884662628,0.3191496431827545,0.4284563958644867,0.37988194823265076,0.5764657258987427
execution_7_case_0_patient_6,0.6519582271575928,0.5280722975730896,0.6802087426185608,0.3905161917209625,0.3159869909286499,0.40661171078681946,0.37179920077323914
execution_8_case_0_patient_6,1.8422638177871704,0.5172030329704285,0.31717154383659363,0.33619052171707153,0.3506467342376709,0.46950018405914307,0.5338256359100342
execution_9_case_0_patient_6,0.4946533739566803,0.28838253021240234,0.38270846009254456,0.38071927428245544,0.44576916098594666,0.5346884727478027,0.26200419664382935
execution_10_case_0_patient_6,0.5034652948379517,0.4221384823322296,0.33357903361320496,0.3887110948562622,0.42580169439315796,0.5097408294677734,0.3696845471858978
mean_10_case_0_patient_6,0.7445849925279617,0.3870448261499405,0.5224407762289047,0.3954156398773193,0.41836831867694857,0.43298242390155794,0.4123208224773407
min_10_case_0_patient_6,0.4034096300601959,0.28838253021240234,0.31717154383659363,0.3043282628059387,0.3159869909286499,0.33384376764297485,0.26200419664382935
max_10_case_0_patient_6,1.8422638177871704,0.5280722975730896,0.9339886903762817,0.5647918581962585,0.5223663449287415,0.5346884727478027,0.5764657258987427
